 SMPL    1952.1   2029.4 ;
 LOAD AG1      ;
  -0.79685840000E-01 -0.81949540000E-01 -0.83865430000E-01 -0.85439490000E-01
  -0.87000420000E-01 -0.88548330000E-01 -0.90090000000E-01 -0.91625690000E-01
  -0.93148970000E-01 -0.94659900000E-01 -0.96123040000E-01 -0.97539010000E-01
  -0.98943830000E-01 -0.10033754000E+00 -0.10169355000E+00 -0.10301178000E+00
  -0.10431902000E+00 -0.10561545000E+00 -0.10683938000E+00 -0.10799178000E+00
  -0.10913466000E+00 -0.11026804000E+00 -0.11114922000E+00 -0.11178121000E+00
  -0.11240802000E+00 -0.11302968000E+00 -0.11380061000E+00 -0.11471810000E+00
  -0.11562715000E+00 -0.11652794000E+00 -0.11747277000E+00 -0.11846072000E+00
  -0.11943934000E+00 -0.12040858000E+00 -0.12143516000E+00 -0.12251822000E+00
  -0.12359109000E+00 -0.12465396000E+00 -0.12495133000E+00 -0.12449389000E+00
  -0.12404088000E+00 -0.12359219000E+00 -0.12332104000E+00 -0.12322490000E+00
  -0.12312976000E+00 -0.12303547000E+00 -0.12290427000E+00 -0.12273684000E+00
  -0.12257095000E+00 -0.12240668000E+00 -0.12216052000E+00 -0.12183371000E+00
  -0.12150996000E+00 -0.12118916000E+00 -0.12082688000E+00 -0.12042369000E+00
  -0.12002434000E+00 -0.11962867000E+00 -0.11915609000E+00 -0.11860765000E+00
  -0.11806429000E+00 -0.11752593000E+00 -0.11684980000E+00 -0.11603768000E+00
  -0.11523284000E+00 -0.11443518000E+00 -0.11362632000E+00 -0.11280636000E+00
  -0.11199356000E+00 -0.11178137000E+00 -0.11083468000E+00 -0.10959293000E+00
  -0.10855264000E+00 -0.10757914000E+00 -0.10629319000E+00 -0.10475812000E+00
  -0.10327717000E+00 -0.10175555000E+00 -0.10037366000E+00 -0.98336610000E-01
  -0.96569740000E-01 -0.95072480000E-01 -0.93187320000E-01 -0.91011230000E-01
  -0.89049270000E-01 -0.87365600000E-01 -0.85701550000E-01 -0.83783700000E-01
  -0.82070260000E-01 -0.80615810000E-01 -0.79006480000E-01 -0.77161480000E-01
  -0.75590000000E-01 -0.74364770000E-01 -0.72902070000E-01 -0.71071130000E-01
  -0.69633950000E-01 -0.68304180000E-01 -0.66545250000E-01 -0.64590470000E-01
  -0.62797280000E-01 -0.61352640000E-01 -0.59639410000E-01 -0.57572270000E-01
  -0.55800020000E-01 -0.54354380000E-01 -0.52483570000E-01 -0.50416520000E-01
  -0.48676630000E-01 -0.46754050000E-01 -0.44660560000E-01 -0.42689310000E-01
  -0.41007440000E-01 -0.39440080000E-01 -0.37805410000E-01 -0.36097380000E-01
  -0.34926920000E-01 -0.33819190000E-01 -0.32569100000E-01 -0.31345680000E-01
  -0.30446380000E-01 -0.29800090000E-01 -0.28930580000E-01 -0.28012530000E-01
  -0.27417670000E-01 -0.26749450000E-01 -0.25953250000E-01 -0.25209690000E-01
  -0.24630230000E-01 -0.24198140000E-01 -0.23629650000E-01 -0.23081170000E-01
  -0.22647990000E-01 -0.22332240000E-01 -0.21837720000E-01 -0.21298720000E-01
  -0.20970100000E-01 -0.20727290000E-01 -0.20566950000E-01 -0.20414130000E-01
  -0.20585010000E-01 -0.20905140000E-01 -0.21292070000E-01 -0.21600550000E-01
  -0.21984460000E-01 -0.22478030000E-01 -0.22889190000E-01 -0.23245920000E-01
  -0.23767030000E-01 -0.27934680000E-01 -0.28178240000E-01 -0.28327820000E-01
  -0.28752850000E-01 -0.29299600000E-01 -0.29728710000E-01 -0.30064310000E-01
  -0.30648280000E-01 -0.31280760000E-01 -0.31704630000E-01 -0.31852130000E-01
  -0.32201410000E-01 -0.32630300000E-01 -0.32702790000E-01 -0.32701190000E-01
  -0.33046120000E-01 -0.33257170000E-01 -0.33249460000E-01 -0.33494490000E-01
  -0.33249460000E-01 -0.33494490000E-01 -0.33472180000E-01 -0.33193050000E-01
  -0.33090740000E-01 -0.33064020000E-01 -0.32855390000E-01 -0.32373500000E-01
  -0.32121430000E-01 -0.31978130000E-01 -0.31571530000E-01 -0.30878820000E-01
  -0.30498370000E-01 -0.30107510000E-01 -0.29472730000E-01 -0.28487630000E-01
  -0.27636740000E-01 -0.26977700000E-01 -0.26216790000E-01 -0.25345250000E-01
  -0.24739650000E-01 -0.25417400000E-01 -0.24664900000E-01 -0.23677850000E-01
  -0.22985900000E-01 -0.22403030000E-01 -0.22985900000E-01 -0.22403030000E-01
